Order ID,Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Customer Name
ORD-10052,2024-05-01,South,Furniture,Table,9764.44,3,2650.18,Jeff Pena
ORD-10053,2024-06-19,West,Technology,Mouse,8042.13,4,837.08,Clarence White
ORD-10054,2024-07-14,North,Office Supplies,Pen,8600.07,4,638.74,Amy Rojas
ORD-10055,2024-06-05,South,Furniture,Sofa,2306.94,4,1225.47,Rebecca Clark
ORD-10056,2024-05-22,East,Furniture,Chair,6450.67,7,2054.58,Deborah Smith
ORD-10057,2024-01-15,North,Office Supplies,Printer Paper,8782.68,5,576.78,Kristen Williams
ORD-10058,2024-02-25,West,Furniture,Chair,3522.3,6,1337.36,Jeremy Ferguson
ORD-10059,2024-07-16,South,Office Supplies,Pen,2621.75,7,54.99,Francisco Hensley
ORD-10060,2024-07-05,West,Office Supplies,Notebook,792.74,6,1888.31,Christine Ramsey
ORD-10061,2024-06-02,East,Office Supplies,Pen,6702.24,6,1237.08,Thomas Vasquez
ORD-10062,2024-04-08,West,Furniture,Table,6682.8,7,2048.09,Jennifer Kennedy
ORD-10063,2024-07-26,North,Technology,Keyboard,3108.36,4,1318.17,Monica Hammond
ORD-10064,2024-08-26,West,Office Supplies,Printer Paper,4477.38,4,1557.96,Bonnie Ferguson
ORD-10065,2024-12-03,North,Office Supplies,Notebook,,10,,Michael Williams
ORD-10066,2024-04-25,South,Technology,Keyboard,1558.8,1,772.29,Sherry Perry
ORD-10067,2024-08-21,West,Furniture,Chair,8872.76,10,623.58,Wyatt Marshall
ORD-10068,2024-09-10,West,Office Supplies,Stapler,2515.45,1,2683.35,Jenna Reynolds
ORD-10069,2024-04-22,South,Technology,Monitor,8060.69,9,1420.42,Jeffrey Harrison
ORD-10070,2024-03-03,West,Office Supplies,Notebook,1420.06,8,2019.35,Natalie Robbins
ORD-10071,2024-08-14,West,Office Supplies,Printer Paper,8322.63,9,1365.45,Phillip Gomez
ORD-10072,2024-08-18,East,Technology,Monitor,7542.59,5,2309.15,Ethan Jackson
ORD-10073,2024-11-16,South,Office Supplies,Stapler,2818.51,2,2154.96,Amy Mack
ORD-10074,2024-06-20,East,Technology,Keyboard,8940.97,2,458.2,Jill Morton
ORD-10075,2024-12-21,South,Technology,Monitor,7093.55,2,1273.86,Katherine Oconnor
ORD-10076,2024-07-31,North,Furniture,Cabinet,2147.66,7,1198.96,Kerri Moore
ORD-10077,2024-10-21,West,Office Supplies,Pen,4822.1,6,930.91,Kelly Watkins
ORD-10078,2024-10-02,South,Furniture,Cabinet,4933.47,5,1335.72,Christopher Rogers
ORD-10079,2024-06-21,West,Technology,Monitor,7269.4,8,2762.65,Tim Tanner
ORD-10080,2024-07-20,North,Office Supplies,Pen,931.08,7,450.31,Christine Washington
ORD-10081,2024-01-26,East,Furniture,Table,3853.13,4,1391.36,Dana Tran
ORD-10082,2024-05-22,West,Furniture,Cabinet,2597.49,2,1437.41,Laura Thomas
ORD-10083,2024-06-28,South,Office Supplies,Pen,6536.43,1,2274.99,Emily Li
ORD-10084,2024-01-11,South,Technology,Mouse,2461.59,8,2024.9,Kimberly Marshall
ORD-10085,2024-08-26,East,Office Supplies,Notebook,7692.29,3,1837.38,Scott Turner
ORD-10086,2024-03-24,East,Office Supplies,Pen,1170.18,1,2790.22,Jennifer Reynolds
ORD-10087,2024-07-22,South,Office Supplies,Stapler,852.37,4,350.61,Deborah Burnett
ORD-10088,2024-10-16,North,Furniture,Chair,3537.32,7,2001.49,Kristen Chan
ORD-10089,2024-01-07,West,Technology,Keyboard,8241.08,2,1328.89,Michael Stephenson
ORD-10090,2024-12-28,South,Furniture,Cabinet,4411.32,9,2898.15,Rhonda Wade
ORD-10091,2024-08-26,West,Furniture,Cabinet,8274.77,10,841.77,Paul Thomas
ORD-10092,2024-05-22,West,Technology,Laptop,2514.25,8,1731.06,Daniel May
ORD-10093,2024-06-21,North,Office Supplies,Stapler,4993.63,6,586.43,Andrew Collins
ORD-10094,2024-05-12,East,Technology,Keyboard,2868.62,10,2118.49,Kaitlyn Shaw
ORD-10095,2024-09-21,South,Furniture,Chair,947.57,7,1491.3,Cassandra Simon
ORD-10096,2024-11-26,West,Technology,Monitor,4536.93,1,324.51,Crystal Fisher
ORD-10097,2024-12-20,South,Technology,Monitor,3131.44,10,1138.61,Susan Tucker
ORD-10098,2024-08-05,East,Office Supplies,Printer Paper,3582.92,8,849.2,Jerry Torres
ORD-10099,2024-03-02,South,Furniture,Table,3223.92,9,2855.09,Gina Fox
ORD-10100,2024-04-08,South,Office Supplies,Notebook,7412.19,5,2187.53,Eric Smith
ORD-10101,2024-02-21,South,Office Supplies,Printer Paper,3032.84,6,579.35,Krystal Gonzalez
ORD-10102,2024-05-20,North,Technology,Mouse,9745.52,9,911.8,Karen Crosby
ORD-10103,2024-02-22,North,Technology,Monitor,5783.24,8,1462.21,Drew Wood
ORD-10104,2024-01-27,East,Furniture,Table,9416.53,8,386.56,Miss Lisa Ramsey
ORD-10105,2024-09-08,North,Technology,Monitor,5812.51,1,497.59,Thomas Sanders
ORD-10106,2024-02-13,South,Office Supplies,Printer Paper,,7,,Johnny Sparks
ORD-10107,2024-09-24,West,Office Supplies,Notebook,4560.09,8,927.19,Ruth Walker
ORD-10108,2024-06-05,North,Office Supplies,Stapler,6135.35,2,2845.39,Tristan Downs
ORD-10109,2024-05-15,North,Technology,Mouse,1654.87,3,1678.38,Brian Edwards
ORD-10110,2024-07-28,West,Technology,Laptop,6924.77,8,909.21,Carol Powers
ORD-10111,2024-12-27,East,Technology,Keyboard,7059.58,8,259.98,Mr. Taylor Landry
ORD-10112,2024-11-16,South,Technology,Keyboard,4308.88,9,713.19,Lisa Noble
ORD-10113,2024-03-13,North,Technology,Keyboard,690.42,5,1805.38,Chad Travis
ORD-10114,2024-08-12,North,Office Supplies,Printer Paper,4740.11,5,2114.21,Peter Jenkins
ORD-10115,2024-08-12,North,Furniture,Cabinet,6020.56,7,2216.88,Cody Mclaughlin PhD
ORD-10116,2024-01-14,North,Office Supplies,Printer Paper,2366.35,10,1782.01,Claire Silva
ORD-10117,2024-10-22,North,Technology,Keyboard,7654.78,3,1437.98,Kerri Thompson
ORD-10118,2024-05-22,South,Office Supplies,Stapler,9969.76,7,1922.61,Dana Young
ORD-10119,2024-08-28,East,Furniture,Chair,4142.65,6,2026.89,Willie Thompson
ORD-10120,2024-07-29,West,Technology,Keyboard,2953.36,7,2450.02,Jasmine Christensen
ORD-10121,2024-08-20,North,Office Supplies,Pen,3213.72,6,391.97,Cassandra Gomez
ORD-10122,2024-12-02,West,Furniture,Chair,4191.15,4,1579.4,Krista Murphy
ORD-10123,2024-11-16,West,Office Supplies,Stapler,7623.91,4,837.82,Danielle Young DVM
ORD-10124,2024-08-12,West,Technology,Keyboard,1302.12,10,2407.98,Megan Davis
ORD-10125,2024-06-08,North,Office Supplies,Notebook,5567.29,2,712.87,Maria Sullivan
ORD-10126,2024-03-01,South,Technology,Monitor,5033.92,5,1551.17,Jennifer Medina
ORD-10127,2024-09-04,West,Furniture,Cabinet,2512.94,9,476.69,Darrell Crawford
ORD-10128,2024-02-05,East,Technology,Mouse,7749.48,7,1052.63,Alexander Castillo
ORD-10129,2024-01-02,East,Office Supplies,Printer Paper,7287.9,10,1760.77,Sharon Cunningham
ORD-10130,2024-03-17,West,Office Supplies,Stapler,5431.95,6,1030.7,Autumn Morgan
ORD-10131,2024-08-21,East,Office Supplies,Stapler,8709.06,4,1736.8,Anthony Hernandez
ORD-10132,2024-01-23,East,Technology,Monitor,7472.58,7,1188.93,Kelly Adams
ORD-10133,2024-09-10,North,Office Supplies,Notebook,1349.84,10,1029.38,Cynthia Terry
ORD-10134,2024-02-21,West,Technology,Monitor,251.94,3,1259.44,Angela Melendez
ORD-10135,2024-02-08,West,Office Supplies,Notebook,7837.1,5,1048.76,Rodney Miller
ORD-10136,2024-11-28,North,Office Supplies,Stapler,8532.48,9,1171.03,Allison Meyer
ORD-10137,2024-10-04,North,Furniture,Cabinet,6212.85,4,1911.92,Brandon Clark
ORD-10138,2024-02-16,West,Furniture,Table,9785.54,2,1358.85,Dennis Rice
ORD-10139,2024-01-15,North,Office Supplies,Printer Paper,3311.31,1,915.43,Melissa Riley
ORD-10140,2024-03-15,South,Furniture,Cabinet,5358.55,10,2061.31,Gabriel Reynolds
ORD-10141,2024-03-30,North,Technology,Mouse,6133.97,7,1878.15,Jessica Hansen
ORD-10142,2024-10-25,South,Technology,Monitor,2398.67,5,1405.73,Rachael Mcguire
ORD-10143,2024-08-26,East,Office Supplies,Pen,6808.35,3,267.89,Jennifer Carter
ORD-10144,2024-11-23,West,Furniture,Sofa,6934.1,8,2543.65,David Holmes
ORD-10145,2024-09-04,North,Technology,Monitor,2448.34,10,1108.93,Joseph Riley
ORD-10146,2024-01-12,West,Furniture,Sofa,2817.36,10,2601.95,Whitney Levy DVM
ORD-10147,2024-11-06,West,Office Supplies,Pen,8345.11,5,2338.44,Laura Campbell
ORD-10148,2024-04-22,South,Technology,Keyboard,6246.82,3,1903.33,John Smith
ORD-10149,2024-06-07,West,Office Supplies,Pen,430.31,6,2210.46,Rickey Sanchez
ORD-10150,2024-06-16,West,Technology,Keyboard,1838.84,3,2370.21,Rita Mitchell
ORD-10151,2024-03-25,East,Furniture,Sofa,9149.08,8,2903.78,Christopher Smith
ORD-10152,2024-02-28,West,Furniture,Sofa,9632.64,3,2274.75,Edward Schultz
ORD-10153,2024-10-12,East,Technology,Monitor,994.0,7,91.06,Kyle Cross
ORD-10154,2024-08-20,East,Office Supplies,Pen,6761.0,5,1774.45,Tanner Foster
ORD-10155,2024-02-25,South,Office Supplies,Printer Paper,4767.62,10,2658.49,Michelle Leon
ORD-10156,2024-11-08,South,Office Supplies,Printer Paper,6511.76,8,2732.69,Karen Powell
ORD-10157,2024-02-29,South,Furniture,Cabinet,548.93,1,947.88,Kevin Jones
ORD-10158,2024-02-19,South,Furniture,Chair,8883.87,3,1196.51,Derek Cole
ORD-10159,2024-10-27,South,Furniture,Cabinet,8865.6,2,2509.39,Brooke Brown
ORD-10160,2024-05-23,North,Office Supplies,Stapler,6933.78,4,1357.98,Danielle Johnson
ORD-10161,2024-02-20,East,Technology,Keyboard,5490.21,6,228.62,Megan Castro
ORD-10162,2024-03-03,West,Furniture,Table,1007.57,4,1943.03,Jennifer Patterson
ORD-10163,2024-01-26,East,Office Supplies,Pen,2511.33,3,2371.59,Mary Welch
ORD-10164,2024-10-10,South,Technology,Laptop,5905.19,4,1019.25,Kathleen Davila
ORD-10165,2024-05-21,South,Technology,Laptop,9876.52,9,789.43,Erika Blackwell
ORD-10166,2024-12-04,North,Technology,Laptop,1404.85,6,2380.45,Crystal Herrera
ORD-10167,2024-01-09,South,Technology,Keyboard,2727.14,3,2238.07,Anna Fleming
ORD-10168,2024-02-02,West,Office Supplies,Pen,4537.92,6,1564.05,Brandon Nichols
ORD-10169,2024-09-14,South,Technology,Monitor,9459.61,1,2195.37,Jessica Henderson
ORD-10170,2024-08-22,North,Office Supplies,Printer Paper,702.17,8,2549.53,Victoria Jacobs
ORD-10171,2024-09-08,West,Furniture,Chair,827.56,2,1000.23,Michael Thompson
ORD-10172,2024-03-05,East,Technology,Laptop,6280.74,10,1667.65,Mrs. Michelle Simpson
ORD-10173,2024-11-01,East,Furniture,Cabinet,4591.78,10,1319.09,Pamela Matthews
ORD-10174,2024-12-01,South,Office Supplies,Pen,4357.69,4,1270.75,Wesley Forbes
ORD-10175,2024-07-31,North,Furniture,Cabinet,3194.23,6,2012.07,Shannon Howard
ORD-10176,2024-12-17,West,Furniture,Table,764.62,2,325.03,Christopher Walker
ORD-10177,2024-03-07,North,Technology,Keyboard,5906.0,9,1706.97,Kimberly Williams
ORD-10178,2024-07-29,East,Office Supplies,Pen,8748.71,7,2610.87,Mark Cooper
ORD-10179,2024-05-27,East,Office Supplies,Pen,3581.3,10,1546.87,Jose Garcia
ORD-10180,2024-04-24,North,Technology,Monitor,3566.13,9,1134.31,Patricia Peterson
ORD-10181,2024-08-07,North,Furniture,Table,6129.05,5,135.41,Christopher Nguyen
ORD-10182,2024-06-22,East,Furniture,Sofa,160.45,3,1720.65,Debra Wells
ORD-10183,2024-03-13,North,Furniture,Chair,1008.4,9,684.64,Mr. Brandon Singleton
ORD-10184,2024-06-23,South,Furniture,Cabinet,3763.53,6,2341.67,Mitchell Ferguson
ORD-10185,2024-01-27,South,Office Supplies,Pen,1658.36,10,196.8,Christina Jones
ORD-10186,2024-08-14,West,Technology,Keyboard,4908.05,8,1271.84,Michelle Ortega
ORD-10187,2024-06-25,West,Technology,Laptop,1197.81,10,1485.57,Brittney White
ORD-10188,2024-01-24,South,Office Supplies,Printer Paper,4013.11,10,211.61,Robert Logan
ORD-10189,2024-04-18,South,Technology,Keyboard,7665.19,5,1017.96,Eric Walter
ORD-10190,2024-08-08,South,Technology,Monitor,1378.94,9,2125.83,Sara Wallace
ORD-10191,2024-02-06,West,Office Supplies,Printer Paper,8631.47,1,1336.85,Theresa Morgan
ORD-10192,2024-06-09,West,Furniture,Chair,5776.66,7,904.07,Cynthia Kelly
ORD-10193,2024-06-15,South,Furniture,Chair,8033.09,10,1407.29,Sophia Lewis
ORD-10194,2024-02-15,West,Office Supplies,Printer Paper,8460.4,4,1335.25,Alicia Wells
ORD-10195,2024-07-21,East,Furniture,Chair,7483.47,4,1032.55,Elizabeth Myers
ORD-10196,2024-09-18,North,Technology,Laptop,5352.99,4,2722.47,Gary Scott
ORD-10197,2024-11-26,South,Furniture,Sofa,2439.06,3,805.11,David Howard
ORD-10198,2024-12-01,North,Technology,Mouse,1853.75,8,1418.66,Gregory Griffith
ORD-10199,2024-12-14,East,Office Supplies,Stapler,8656.04,6,495.32,Gabriel Russo
ORD-10200,2024-08-14,East,Technology,Monitor,7983.66,10,215.71,Anne Rogers
ORD-10201,2024-06-07,West,Office Supplies,Pen,4573.95,1,1137.78,Christine Deleon
ORD-10202,2024-11-26,North,Furniture,Chair,6188.58,9,1184.22,Robert Rogers
ORD-10203,2024-08-18,South,Office Supplies,Pen,3283.11,8,1529.03,Holly Wilson
ORD-10204,2024-02-22,East,Technology,Monitor,9825.62,2,1538.42,Brittany Jones
ORD-10205,2024-05-06,West,Technology,Laptop,9910.76,9,1592.11,Jessica Sanchez
ORD-10206,2024-07-09,East,Technology,Keyboard,3935.42,6,2052.75,Lauren Orozco
ORD-10207,2024-02-03,East,Technology,Keyboard,1035.61,7,888.23,David Harrison
ORD-10208,2024-06-19,North,Office Supplies,Notebook,5869.12,3,2754.4,Monica Walker
ORD-10209,2024-03-07,North,Furniture,Cabinet,3164.86,7,1948.31,David Martinez
ORD-10210,2024-12-09,North,Furniture,Table,6495.65,7,1550.04,Ashley Coleman
ORD-10211,2024-06-07,South,Technology,Keyboard,9516.58,6,2845.62,Susan Welch
ORD-10212,2024-04-25,South,Furniture,Table,1633.96,5,2541.06,Sandra Chapman
ORD-10213,2024-12-04,East,Technology,Laptop,8776.29,10,436.59,Benjamin Perkins
ORD-10214,2024-03-24,South,Furniture,Table,8330.32,10,2436.68,Erin Robinson
ORD-10215,2024-01-23,West,Technology,Monitor,3706.56,4,2910.29,Jose Williams
ORD-10216,2024-08-17,South,Office Supplies,Printer Paper,5386.71,5,2898.51,Paul Davis
ORD-10217,2024-07-07,West,Furniture,Table,4670.63,5,2345.47,Amanda Carey
ORD-10218,2024-03-23,South,Office Supplies,Stapler,8032.47,3,2625.36,Edwin Cantrell
ORD-10219,2024-07-09,North,Technology,Monitor,7142.87,9,2560.94,Elizabeth Graham
ORD-10220,2024-03-23,East,Furniture,Chair,4548.26,9,484.68,John Jordan
ORD-10221,2024-04-23,West,Furniture,Chair,8857.83,1,1273.95,Connor Vargas
ORD-10222,2024-04-30,West,Furniture,Sofa,9945.8,6,712.39,Eric Davis
ORD-10223,2024-12-31,East,Furniture,Chair,7934.67,3,162.99,Kyle Bradford
ORD-10224,2024-12-27,West,Furniture,Table,4541.15,1,2722.28,Tyler Ellis
ORD-10225,2024-04-20,South,Technology,Keyboard,5533.16,10,1606.93,David Rose
ORD-10226,2024-05-01,East,Technology,Keyboard,1306.3,4,1288.49,Jay Carlson
ORD-10227,2024-02-02,North,Office Supplies,Stapler,8383.21,8,1810.38,Darryl Perkins
ORD-10228,2024-03-14,East,Technology,Mouse,,10,,Amy Sanchez
ORD-10229,2024-04-05,North,Office Supplies,Stapler,5282.5,6,249.65,Amy Hatfield
ORD-10230,2024-07-18,West,Office Supplies,Pen,530.99,7,2944.07,Linda Anderson
ORD-10231,2024-07-01,North,Furniture,Chair,3513.54,2,2325.93,Lisa Valentine
ORD-10232,2024-03-09,North,Office Supplies,Printer Paper,3587.76,6,2449.85,William Huang
ORD-10233,2024-12-22,West,Technology,Monitor,6354.18,3,236.15,Shelly Walton
ORD-10234,2024-05-30,South,Furniture,Chair,533.68,4,2663.08,Julie Morales
ORD-10235,2024-09-20,West,Furniture,Sofa,9892.31,9,1446.53,Steven Stone
ORD-10236,2024-05-26,East,Technology,Mouse,8635.17,1,2604.1,Jeremy Shelton
ORD-10237,2024-03-04,East,Furniture,Sofa,4425.82,7,2242.76,Donna Nelson
ORD-10238,2024-04-05,West,Furniture,Sofa,6951.48,6,2776.72,Mario Chen
ORD-10239,2024-02-12,West,Office Supplies,Printer Paper,881.38,10,2985.54,Joshua Jarvis
ORD-10240,2024-06-13,North,Technology,Keyboard,892.68,5,954.16,Elizabeth Haley
ORD-10241,2024-03-26,West,Office Supplies,Stapler,3580.32,1,2194.1,Erica Obrien
ORD-10242,2024-05-20,North,Furniture,Cabinet,842.91,7,1121.77,Thomas Graves
ORD-10243,2024-01-16,South,Office Supplies,Notebook,8501.83,8,152.66,Stacy Goodman
ORD-10244,2024-11-26,East,Technology,Mouse,3685.29,10,145.54,Clinton Lee
ORD-10245,2024-07-08,East,Technology,Monitor,4495.0,2,1743.07,Jamie Jimenez
ORD-10246,2024-07-22,East,Office Supplies,Printer Paper,6530.65,4,2883.53,Cynthia Murray
ORD-10247,2024-09-12,West,Technology,Mouse,9144.07,2,822.24,Julie Young
ORD-10248,2024-04-19,East,Furniture,Cabinet,6970.41,8,640.53,Michael Park
ORD-10249,2024-08-19,South,Technology,Laptop,8996.92,8,2991.92,Ralph Curtis
ORD-10250,2024-12-07,East,Office Supplies,Printer Paper,7124.45,9,1649.41,Jessica Pierce
ORD-10251,2024-12-30,South,Furniture,Table,7957.59,9,711.51,Joshua Rodriguez
ORD-10252,2024-05-01,West,Technology,Mouse,360.21,9,1738.22,Rebecca Daniel
ORD-10253,2024-11-09,North,Furniture,Table,750.91,7,2998.81,Tiffany Schaefer
ORD-10254,2024-09-26,West,Office Supplies,Stapler,7714.73,10,267.56,William Day
ORD-10255,2024-08-18,West,Furniture,Chair,6833.08,6,428.59,Amber Montoya
ORD-10256,2024-03-07,West,Office Supplies,Notebook,5078.35,1,2502.6,Jackie Contreras
ORD-10257,2024-06-04,South,Office Supplies,Notebook,1703.47,4,1070.77,Andrew Miller
ORD-10258,2024-02-10,East,Office Supplies,Printer Paper,2043.39,9,859.63,Sandra Smith
ORD-10259,2024-11-10,North,Office Supplies,Printer Paper,5075.47,3,1795.83,John Andrews
ORD-10260,2024-03-28,East,Office Supplies,Notebook,8441.05,10,171.52,Brandon Reynolds
ORD-10261,2024-01-24,East,Technology,Laptop,6546.19,10,1278.93,Tina Yates
ORD-10262,2024-09-11,East,Office Supplies,Pen,6454.88,5,1474.69,Larry Patterson
ORD-10263,2024-06-01,West,Office Supplies,Stapler,822.43,1,516.34,Samuel White
ORD-10264,2024-08-25,South,Furniture,Cabinet,3467.91,3,972.12,Beth Morse
ORD-10265,2024-06-25,West,Office Supplies,Printer Paper,1394.58,6,1569.19,Nathaniel Harrison
ORD-10266,2024-05-03,West,Technology,Keyboard,1312.97,8,781.36,Erik Wright
ORD-10267,2024-05-28,West,Technology,Laptop,8655.22,7,782.4,Wendy Lopez
ORD-10268,2024-10-22,East,Technology,Keyboard,1979.36,3,1519.88,George Collins
ORD-10269,2024-09-12,East,Office Supplies,Stapler,5023.97,2,2838.44,James Montoya
ORD-10270,2024-05-03,South,Office Supplies,Stapler,5875.11,1,199.09,Corey Maxwell
ORD-10271,2024-05-26,North,Furniture,Cabinet,8487.01,7,445.11,Steven Tran DDS
ORD-10272,2024-07-25,East,Furniture,Sofa,547.9,1,1732.33,Fernando Horton
ORD-10273,2024-10-10,East,Technology,Keyboard,827.96,9,1378.55,Heather Willis
ORD-10274,2024-11-15,North,Office Supplies,Printer Paper,1373.77,2,1212.02,Jessica Espinoza
ORD-10275,2024-03-14,South,Furniture,Sofa,6064.38,7,1525.23,Andrea Johnson
ORD-10276,2024-03-11,East,Technology,Laptop,8059.26,9,1398.12,Joseph Collins
ORD-10277,2024-06-16,East,Office Supplies,Notebook,1708.77,10,2230.99,Stacie Lawrence
ORD-10278,2024-09-16,West,Furniture,Sofa,7116.52,5,1450.93,John Johnson
ORD-10279,2024-06-18,North,Technology,Keyboard,9800.99,10,957.65,Michael James
ORD-10280,2024-11-01,West,Office Supplies,Pen,2728.75,10,1754.02,Laura Riley
ORD-10281,2024-10-25,West,Office Supplies,Pen,1788.07,10,2335.09,Robert Harris
ORD-10282,2024-12-14,South,Furniture,Table,412.55,2,612.81,Jill Knox
ORD-10283,2024-08-02,South,Furniture,Sofa,4188.31,4,1260.61,Melissa Flynn
ORD-10284,2024-02-01,South,Office Supplies,Stapler,5234.96,9,1008.9,Calvin Nielsen
ORD-10285,2024-09-26,West,Office Supplies,Stapler,3206.15,3,1406.01,Ryan Clark
ORD-10286,2024-10-06,East,Office Supplies,Printer Paper,6791.1,5,1849.73,Stephanie Ramirez
ORD-10287,2024-05-22,East,Technology,Mouse,2326.18,5,2324.96,Jason Bowman
ORD-10288,2024-12-19,West,Office Supplies,Notebook,3238.7,6,1703.44,Jenna Rodriguez
ORD-10289,2024-05-27,North,Office Supplies,Printer Paper,5777.42,9,1170.1,Jenna Robinson
ORD-10290,2024-03-15,East,Furniture,Sofa,516.46,2,1071.77,Brian Robinson
ORD-10291,2024-09-02,South,Furniture,Sofa,2100.47,9,849.84,Anne Gibson
ORD-10292,2024-03-11,North,Office Supplies,Printer Paper,6195.2,10,755.88,Ashley Ramirez
ORD-10293,2024-11-22,South,Technology,Mouse,619.66,7,1024.37,Dalton Wang
ORD-10294,2024-12-14,South,Furniture,Chair,151.3,9,2934.84,David Strickland
ORD-10295,2024-11-30,West,Technology,Monitor,4826.74,4,2279.94,Kathryn Winters
ORD-10296,2024-05-26,North,Furniture,Sofa,9088.58,2,1974.28,Paul Bruce
ORD-10297,2024-03-30,West,Technology,Laptop,8834.23,3,2805.07,Rachel Myers
ORD-10298,2024-09-10,South,Technology,Monitor,9372.43,5,2636.39,Gregory Rogers
ORD-10299,2024-10-17,North,Technology,Keyboard,9291.7,6,889.46,Thomas Hernandez
